seed,ft_task,task,perfection_gap_factor
seed_1,Semantic_Correspondence,Spatial_Relation,-0.25000000000000033
seed_1,Semantic_Correspondence,Jigsaw,-0.12068965517241372
seed_1,Semantic_Correspondence,Counting,-0.07692307692307693
seed_1,Semantic_Correspondence,Functional_Correspondence,0.1666666666666667
seed_1,Semantic_Correspondence,Semantic_Correspondence,0.18750000000000003
seed_1,Semantic_Correspondence,Multi-view_Reasoning,0.07499999999999998
seed_1,Semantic_Correspondence,Object_Localization,0.1833333333333333
seed_1,Semantic_Correspondence,Forensic_Detection,-0.08450704225352101
seed_1,Multi-view_Reasoning,Visual_Similarity,0.4
seed_1,Multi-view_Reasoning,Art_Style,0.07317073170731721
seed_1,Multi-view_Reasoning,Visual_Correspondence,-0.4150943396226414
seed_1,Multi-view_Reasoning,Relative_Depth,0.3125000000000004
seed_1,Multi-view_Reasoning,Relative_Reflectance,0.16666666666666666
seed_1,Multi-view_Reasoning,Spatial_Relation,0.12500000000000017
seed_1,Multi-view_Reasoning,Jigsaw,-0.24137931034482743
seed_1,Multi-view_Reasoning,Counting,0.025641025641025494
seed_1,Multi-view_Reasoning,Functional_Correspondence,0.020833333333333308
seed_1,Multi-view_Reasoning,Semantic_Correspondence,-0.13750000000000007
seed_1,Multi-view_Reasoning,Multi-view_Reasoning,0.7374999999999998
seed_1,Multi-view_Reasoning,Object_Localization,0.05000000000000003
seed_1,Multi-view_Reasoning,Forensic_Detection,-0.07042253521126762
seed_1,Object_Localization,Visual_Similarity,-1.900000000000001
seed_1,Object_Localization,Art_Style,0.14634146341463403
seed_1,Object_Localization,Visual_Correspondence,-0.981132075471698
seed_1,Object_Localization,Relative_Depth,-0.5937499999999996
seed_1,Object_Localization,Relative_Reflectance,-0.08888888888888888
seed_1,Object_Localization,Spatial_Relation,0.12500000000000017
seed_1,Object_Localization,Jigsaw,-0.20689655172413773
seed_1,Object_Localization,Counting,0.051282051282051426
seed_1,Object_Localization,Functional_Correspondence,-0.020833333333333356
seed_1,Object_Localization,Semantic_Correspondence,-0.13750000000000007
seed_1,Object_Localization,Multi-view_Reasoning,0.08750000000000001
seed_1,Object_Localization,Object_Localization,0.26666666666666683
seed_1,Object_Localization,Forensic_Detection,-0.1830985915492957
seed_1,Forensic_Detection,Visual_Similarity,-0.3500000000000005
seed_1,Forensic_Detection,Art_Style,0.17073170731707335
seed_1,Forensic_Detection,Visual_Correspondence,-0.6792452830188678
seed_1,Forensic_Detection,Relative_Depth,0.12500000000000028
seed_1,Forensic_Detection,Relative_Reflectance,0.04444444444444439
seed_1,Forensic_Detection,Spatial_Relation,0.062499999999999445
seed_1,Forensic_Detection,Jigsaw,-0.7931034482758619
seed_1,Forensic_Detection,Counting,-0.02564102564102593
seed_1,Forensic_Detection,Functional_Correspondence,-0.010416666666666727
seed_1,Forensic_Detection,Semantic_Correspondence,-0.06250000000000004
seed_1,Forensic_Detection,Multi-view_Reasoning,0.012500000000000018
seed_1,Forensic_Detection,Object_Localization,0.06666666666666671
seed_1,Forensic_Detection,Forensic_Detection,0.7887323943661972
seed_2,Visual_Similarity,Visual_Similarity,0.5499999999999995
seed_2,Visual_Similarity,Art_Style,0.12195121951219508
seed_2,Visual_Similarity,Visual_Correspondence,-0.3018867924528303
seed_2,Visual_Similarity,Relative_Depth,0.12500000000000028
seed_2,Visual_Similarity,Relative_Reflectance,0.033333333333333395
seed_2,Visual_Similarity,Spatial_Relation,0.062499999999999445
seed_2,Visual_Similarity,Jigsaw,0.4655172413793103
seed_2,Visual_Similarity,Counting,0.0
seed_2,Visual_Similarity,Functional_Correspondence,0.04081632653061224
seed_2,Visual_Similarity,Semantic_Correspondence,-0.18750000000000008
seed_2,Visual_Similarity,Multi-view_Reasoning,0.07499999999999998
seed_2,Visual_Similarity,Object_Localization,0.06666666666666671
seed_2,Visual_Similarity,Forensic_Detection,-0.2253521126760564
seed_2,Art_Style,Visual_Similarity,-0.3500000000000005
seed_2,Art_Style,Art_Style,0.24390243902439057
seed_2,Art_Style,Visual_Correspondence,-0.3773584905660377
seed_2,Art_Style,Relative_Depth,0.15624999999999994
seed_2,Art_Style,Relative_Reflectance,0.055555555555555594
seed_2,Art_Style,Spatial_Relation,0.43749999999999994
seed_2,Art_Style,Jigsaw,0.13793103448275848
seed_2,Art_Style,Counting,-0.051282051282051426
seed_2,Art_Style,Functional_Correspondence,-0.020408163265306145
seed_2,Art_Style,Semantic_Correspondence,-0.21250000000000005
seed_2,Art_Style,Multi-view_Reasoning,0.11249999999999992
seed_2,Art_Style,Object_Localization,0.033333333333333354
seed_2,Art_Style,Forensic_Detection,0.07042253521126762
seed_2,Visual_Correspondence,Visual_Similarity,0.29999999999999905
seed_2,Visual_Correspondence,Art_Style,0.0
seed_2,Visual_Correspondence,Visual_Correspondence,0.641509433962264
seed_2,Visual_Correspondence,Relative_Depth,0.3125000000000004
seed_2,Visual_Correspondence,Relative_Reflectance,0.04444444444444439
seed_2,Visual_Correspondence,Spatial_Relation,0.1874999999999996
seed_2,Visual_Correspondence,Jigsaw,0.25862068965517276
seed_2,Visual_Correspondence,Counting,-0.07692307692307693
seed_2,Visual_Correspondence,Functional_Correspondence,0.051020408163265266
seed_2,Visual_Correspondence,Semantic_Correspondence,-0.12500000000000008
seed_2,Visual_Correspondence,Multi-view_Reasoning,0.049999999999999954
seed_2,Visual_Correspondence,Object_Localization,0.13333333333333328
seed_2,Visual_Correspondence,Forensic_Detection,-0.0563380281690141
seed_2,Relative_Depth,Visual_Similarity,-0.05000000000000048
seed_2,Relative_Depth,Art_Style,-0.07317073170731701
seed_2,Relative_Depth,Visual_Correspondence,-0.1132075471698114
seed_2,Relative_Depth,Relative_Depth,0.6249999999999998
seed_2,Relative_Depth,Relative_Reflectance,0.0666666666666667
seed_2,Relative_Depth,Spatial_Relation,-0.18750000000000086
seed_2,Relative_Depth,Jigsaw,-0.13793103448275829
seed_2,Relative_Depth,Counting,-0.02564102564102593
seed_2,Relative_Depth,Functional_Correspondence,-0.07142857142857141
seed_2,Relative_Depth,Semantic_Correspondence,-0.17500000000000004
seed_2,Relative_Depth,Multi-view_Reasoning,0.13749999999999996
seed_2,Relative_Depth,Object_Localization,-0.11666666666666674
seed_2,Relative_Depth,Forensic_Detection,-0.16901408450704217
seed_2,Relative_Reflectance,Visual_Similarity,0.0
seed_2,Relative_Reflectance,Art_Style,0.07317073170731721
seed_2,Relative_Reflectance,Visual_Correspondence,-0.24528301886792456
seed_2,Relative_Reflectance,Relative_Depth,0.2812500000000002
seed_2,Relative_Reflectance,Relative_Reflectance,0.23333333333333336
seed_2,Relative_Reflectance,Spatial_Relation,0.062499999999999445
seed_2,Relative_Reflectance,Jigsaw,-0.15517241379310326
seed_2,Relative_Reflectance,Counting,-0.02564102564102593
seed_2,Relative_Reflectance,Functional_Correspondence,-0.020408163265306145
seed_2,Relative_Reflectance,Semantic_Correspondence,-0.17500000000000004
seed_2,Relative_Reflectance,Multi-view_Reasoning,0.08750000000000001
seed_2,Relative_Reflectance,Object_Localization,0.08333333333333338
seed_2,Relative_Reflectance,Forensic_Detection,-0.0563380281690141
seed_2,Spatial_Relation,Visual_Similarity,-0.05000000000000048
seed_2,Spatial_Relation,Art_Style,-0.07317073170731701
seed_2,Spatial_Relation,Visual_Correspondence,-0.3584905660377357
seed_2,Spatial_Relation,Relative_Depth,0.4062500000000005
seed_2,Spatial_Relation,Relative_Reflectance,0.1444444444444445
seed_2,Spatial_Relation,Spatial_Relation,0.1874999999999996
seed_2,Spatial_Relation,Jigsaw,-0.03448275862068953
seed_2,Spatial_Relation,Counting,0.051282051282051426
seed_2,Spatial_Relation,Functional_Correspondence,0.06122448979591839
seed_2,Spatial_Relation,Semantic_Correspondence,-0.16250000000000003
seed_2,Spatial_Relation,Multi-view_Reasoning,-0.025000000000000036
seed_2,Spatial_Relation,Object_Localization,0.016666666666666677
seed_2,Spatial_Relation,Forensic_Detection,-0.0563380281690141
seed_2,Jigsaw,Visual_Similarity,0.2
seed_2,Jigsaw,Art_Style,0.09756097560975614
seed_2,Jigsaw,Visual_Correspondence,-0.4150943396226414
seed_2,Jigsaw,Relative_Depth,0.06250000000000042
seed_2,Jigsaw,Relative_Reflectance,0.033333333333333395
seed_2,Jigsaw,Spatial_Relation,0.12500000000000017
seed_2,Jigsaw,Jigsaw,0.7413793103448276
seed_2,Jigsaw,Counting,-0.051282051282051426
seed_2,Jigsaw,Functional_Correspondence,-0.010204081632653073
seed_2,Jigsaw,Semantic_Correspondence,-0.17500000000000004
seed_2,Jigsaw,Multi-view_Reasoning,0.07499999999999998
seed_2,Jigsaw,Object_Localization,0.0
seed_2,Jigsaw,Forensic_Detection,-0.21126760563380273
seed_2,Counting,Visual_Similarity,-0.3500000000000005
seed_2,Counting,Art_Style,0.2682926829268295
seed_2,Counting,Visual_Correspondence,-0.4716981132075474
seed_2,Counting,Relative_Depth,0.06250000000000042
seed_2,Counting,Relative_Reflectance,0.09999999999999998
seed_2,Counting,Spatial_Relation,-0.31250000000000105
seed_2,Counting,Jigsaw,-0.22413793103448268
seed_2,Counting,Counting,-0.10256410256410242
seed_2,Counting,Functional_Correspondence,0.010204081632653024
seed_2,Counting,Semantic_Correspondence,-0.1
seed_2,Counting,Multi-view_Reasoning,0.07499999999999998
seed_2,Counting,Object_Localization,0.0
seed_2,Counting,Forensic_Detection,-0.02816901408450705
seed_2,Functional_Correspondence,Visual_Similarity,-1.8500000000000014
seed_2,Functional_Correspondence,Art_Style,-0.09756097560975595
seed_2,Functional_Correspondence,Visual_Correspondence,-0.6792452830188678
seed_2,Functional_Correspondence,Relative_Depth,-0.34375000000000006
seed_2,Functional_Correspondence,Relative_Reflectance,0.11111111111111108
seed_2,Functional_Correspondence,Spatial_Relation,-0.12500000000000017
seed_2,Functional_Correspondence,Jigsaw,-0.29310344827586193
seed_2,Functional_Correspondence,Counting,0.0
seed_2,Functional_Correspondence,Functional_Correspondence,0.08163265306122448
seed_2,Functional_Correspondence,Semantic_Correspondence,-0.2
seed_2,Functional_Correspondence,Multi-view_Reasoning,0.07499999999999998
seed_2,Functional_Correspondence,Object_Localization,0.08333333333333338
seed_2,Functional_Correspondence,Forensic_Detection,-0.33802816901408456
seed_2,Semantic_Correspondence,Visual_Similarity,-0.6500000000000005
seed_2,Semantic_Correspondence,Art_Style,0.29268292682926844
seed_2,Semantic_Correspondence,Visual_Correspondence,0.3773584905660377
seed_2,Semantic_Correspondence,Relative_Depth,-0.12499999999999972
seed_2,Semantic_Correspondence,Relative_Reflectance,0.09999999999999998
seed_2,Semantic_Correspondence,Spatial_Relation,0.0
seed_2,Semantic_Correspondence,Jigsaw,-0.13793103448275829
seed_2,Semantic_Correspondence,Counting,0.051282051282051426
seed_2,Semantic_Correspondence,Functional_Correspondence,0.17346938775510204
seed_2,Semantic_Correspondence,Semantic_Correspondence,0.1749999999999999
seed_2,Semantic_Correspondence,Multi-view_Reasoning,0.07499999999999998
seed_2,Semantic_Correspondence,Object_Localization,0.19999999999999998
seed_2,Semantic_Correspondence,Forensic_Detection,0.0
seed_2,Multi-view_Reasoning,Visual_Similarity,0.34999999999999953
seed_2,Multi-view_Reasoning,Art_Style,0.07317073170731721
seed_2,Multi-view_Reasoning,Visual_Correspondence,-0.3018867924528303
seed_2,Multi-view_Reasoning,Relative_Depth,0.2812500000000002
seed_2,Multi-view_Reasoning,Relative_Reflectance,0.18888888888888886
seed_2,Multi-view_Reasoning,Spatial_Relation,0.1874999999999996
seed_2,Multi-view_Reasoning,Jigsaw,-0.10344827586206877
seed_2,Multi-view_Reasoning,Counting,0.025641025641025494
seed_2,Multi-view_Reasoning,Functional_Correspondence,0.07142857142857141
seed_2,Multi-view_Reasoning,Semantic_Correspondence,-0.11250000000000011
seed_2,Multi-view_Reasoning,Multi-view_Reasoning,0.65
seed_2,Multi-view_Reasoning,Object_Localization,0.06666666666666671
seed_2,Multi-view_Reasoning,Forensic_Detection,-0.08450704225352101
seed_2,Object_Localization,Visual_Similarity,-1.900000000000001
seed_2,Object_Localization,Art_Style,0.09756097560975614
seed_2,Object_Localization,Visual_Correspondence,-1.0
seed_2,Object_Localization,Relative_Depth,-0.7499999999999998
seed_2,Object_Localization,Relative_Reflectance,-0.08888888888888888
seed_2,Object_Localization,Spatial_Relation,0.062499999999999445
seed_2,Object_Localization,Jigsaw,-0.22413793103448268
seed_2,Object_Localization,Counting,0.051282051282051426
seed_2,Object_Localization,Functional_Correspondence,-0.010204081632653073
seed_2,Object_Localization,Semantic_Correspondence,-0.06250000000000004
seed_2,Object_Localization,Multi-view_Reasoning,0.07499999999999998
seed_2,Object_Localization,Object_Localization,0.25
seed_2,Object_Localization,Forensic_Detection,-0.23943661971830993
seed_2,Forensic_Detection,Visual_Similarity,-0.20000000000000095
seed_2,Forensic_Detection,Art_Style,0.24390243902439057
seed_2,Forensic_Detection,Visual_Correspondence,-0.7358490566037736
seed_2,Forensic_Detection,Relative_Depth,0.12500000000000028
seed_2,Forensic_Detection,Relative_Reflectance,0.04444444444444439
seed_2,Forensic_Detection,Spatial_Relation,0.062499999999999445
seed_2,Forensic_Detection,Jigsaw,-0.8103448275862066
seed_2,Forensic_Detection,Counting,-0.02564102564102593
seed_2,Forensic_Detection,Functional_Correspondence,0.04081632653061224
seed_2,Forensic_Detection,Semantic_Correspondence,-0.08750000000000002
seed_2,Forensic_Detection,Multi-view_Reasoning,0.049999999999999954
seed_2,Forensic_Detection,Object_Localization,0.033333333333333354
seed_2,Forensic_Detection,Forensic_Detection,0.7746478873239436
