seed,ft_task,task,perfection_gap_factor
seed_1,Semantic_Correspondence,Relative_Reflectance,0.2978723404255319
seed_1,Semantic_Correspondence,Spatial_Relation,0.185185185185185
seed_1,Semantic_Correspondence,Jigsaw,0.0344827586206899
seed_1,Semantic_Correspondence,Counting,0.17073170731707343
seed_1,Semantic_Correspondence,Functional_Correspondence,0.12222222222222226
seed_1,Semantic_Correspondence,Semantic_Correspondence,0.11267605633802817
seed_1,Semantic_Correspondence,Multi-view_Reasoning,-0.028169014084506946
seed_1,Semantic_Correspondence,Object_Localization,-0.10909090909090915
seed_1,Semantic_Correspondence,Forensic_Detection,-0.10526315789473739
seed_1,Multi-view_Reasoning,Visual_Similarity,0.5384615384615382
seed_1,Multi-view_Reasoning,Art_Style,0.5084745762711865
seed_1,Multi-view_Reasoning,Visual_Correspondence,0.34999999999999987
seed_1,Multi-view_Reasoning,Relative_Depth,0.41176470588235314
seed_1,Multi-view_Reasoning,Relative_Reflectance,0.22340425531914893
seed_1,Multi-view_Reasoning,Spatial_Relation,0.2222222222222217
seed_1,Multi-view_Reasoning,Jigsaw,0.10344827586206895
seed_1,Multi-view_Reasoning,Counting,0.12195121951219524
seed_1,Multi-view_Reasoning,Functional_Correspondence,0.11111111111111119
seed_1,Multi-view_Reasoning,Semantic_Correspondence,0.014084507042253504
seed_1,Multi-view_Reasoning,Multi-view_Reasoning,0.1830985915492959
seed_1,Multi-view_Reasoning,Object_Localization,0.03636363636363623
seed_1,Multi-view_Reasoning,Forensic_Detection,-0.07894736842105292
seed_1,Object_Localization,Visual_Similarity,0.5769230769230768
seed_1,Object_Localization,Art_Style,0.47457627118644086
seed_1,Object_Localization,Visual_Correspondence,0.22500000000000017
seed_1,Object_Localization,Relative_Depth,0.23529411764705885
seed_1,Object_Localization,Relative_Reflectance,0.22340425531914893
seed_1,Object_Localization,Spatial_Relation,0.185185185185185
seed_1,Object_Localization,Jigsaw,0.0344827586206899
seed_1,Object_Localization,Counting,0.07317073170731707
seed_1,Object_Localization,Functional_Correspondence,-0.03333333333333337
seed_1,Object_Localization,Semantic_Correspondence,-0.056338028169014016
seed_1,Object_Localization,Multi-view_Reasoning,-0.042253521126760486
seed_1,Object_Localization,Object_Localization,0.0
seed_1,Object_Localization,Forensic_Detection,-0.13157894736842135
seed_1,Forensic_Detection,Visual_Similarity,0.5576923076923077
seed_1,Forensic_Detection,Art_Style,0.5084745762711865
seed_1,Forensic_Detection,Visual_Correspondence,0.25
seed_1,Forensic_Detection,Relative_Depth,-0.05882352941176459
seed_1,Forensic_Detection,Relative_Reflectance,0.18085106382978727
seed_1,Forensic_Detection,Spatial_Relation,0.185185185185185
seed_1,Forensic_Detection,Jigsaw,-0.051724137931034295
seed_1,Forensic_Detection,Counting,0.04878048780487818
seed_1,Forensic_Detection,Functional_Correspondence,-0.011111111111111124
seed_1,Forensic_Detection,Semantic_Correspondence,-0.09859154929577467
seed_1,Forensic_Detection,Multi-view_Reasoning,-0.05633802816901402
seed_1,Forensic_Detection,Object_Localization,-0.05454545454545458
seed_1,Forensic_Detection,Forensic_Detection,0.2894736842105262
seed_2,Visual_Similarity,Visual_Similarity,0.8653846153846156
seed_2,Visual_Similarity,Art_Style,0.33898305084745745
seed_2,Visual_Similarity,Visual_Correspondence,0.282051282051282
seed_2,Visual_Similarity,Relative_Depth,0.35294117647058854
seed_2,Visual_Similarity,Relative_Reflectance,0.22340425531914893
seed_2,Visual_Similarity,Spatial_Relation,0.11538461538461517
seed_2,Visual_Similarity,Jigsaw,0.15254237288135558
seed_2,Visual_Similarity,Counting,0.09756097560975636
seed_2,Visual_Similarity,Functional_Correspondence,0.022222222222222195
seed_2,Visual_Similarity,Semantic_Correspondence,-0.11267605633802817
seed_2,Visual_Similarity,Multi-view_Reasoning,-0.1
seed_2,Visual_Similarity,Object_Localization,-0.09433962264150932
seed_2,Visual_Similarity,Forensic_Detection,-0.39473684210526333
seed_2,Art_Style,Visual_Similarity,0.5769230769230768
seed_2,Art_Style,Art_Style,0.5762711864406781
seed_2,Art_Style,Visual_Correspondence,0.30769230769230743
seed_2,Art_Style,Relative_Depth,0.08823529411764713
seed_2,Art_Style,Relative_Reflectance,0.1914893617021276
seed_2,Art_Style,Spatial_Relation,0.07692307692307626
seed_2,Art_Style,Jigsaw,0.2881355932203389
seed_2,Art_Style,Counting,0.09756097560975636
seed_2,Art_Style,Functional_Correspondence,0.03333333333333327
seed_2,Art_Style,Semantic_Correspondence,-0.07042253521126765
seed_2,Art_Style,Multi-view_Reasoning,-0.0714285714285714
seed_2,Art_Style,Object_Localization,-0.150943396226415
seed_2,Art_Style,Forensic_Detection,0.07894736842105242
seed_2,Visual_Correspondence,Visual_Similarity,0.5769230769230768
seed_2,Visual_Correspondence,Art_Style,0.47457627118644086
seed_2,Visual_Correspondence,Visual_Correspondence,0.564102564102564
seed_2,Visual_Correspondence,Relative_Depth,0.323529411764706
seed_2,Visual_Correspondence,Relative_Reflectance,0.1914893617021276
seed_2,Visual_Correspondence,Spatial_Relation,0.2692307692307685
seed_2,Visual_Correspondence,Jigsaw,0.15254237288135558
seed_2,Visual_Correspondence,Counting,0.09756097560975636
seed_2,Visual_Correspondence,Functional_Correspondence,0.1
seed_2,Visual_Correspondence,Semantic_Correspondence,-0.04225352112676065
seed_2,Visual_Correspondence,Multi-view_Reasoning,-0.11428571428571431
seed_2,Visual_Correspondence,Object_Localization,-0.150943396226415
seed_2,Visual_Correspondence,Forensic_Detection,-0.10526315789473739
seed_2,Relative_Depth,Visual_Similarity,0.6153846153846155
seed_2,Relative_Depth,Art_Style,0.49152542372881364
seed_2,Relative_Depth,Visual_Correspondence,0.4102564102564099
seed_2,Relative_Depth,Relative_Depth,0.7647058823529411
seed_2,Relative_Depth,Relative_Reflectance,0.36170212765957444
seed_2,Relative_Depth,Spatial_Relation,0.2692307692307685
seed_2,Relative_Depth,Jigsaw,0.1864406779661016
seed_2,Relative_Depth,Counting,0.14634146341463455
seed_2,Relative_Depth,Functional_Correspondence,0.022222222222222195
seed_2,Relative_Depth,Semantic_Correspondence,0.0
seed_2,Relative_Depth,Multi-view_Reasoning,-0.0857142857142857
seed_2,Relative_Depth,Object_Localization,-0.3396226415094338
seed_2,Relative_Depth,Forensic_Detection,-0.15789473684210584
seed_2,Relative_Reflectance,Visual_Similarity,0.653846153846154
seed_2,Relative_Reflectance,Art_Style,0.47457627118644086
seed_2,Relative_Reflectance,Visual_Correspondence,0.35897435897435837
seed_2,Relative_Reflectance,Relative_Depth,0.323529411764706
seed_2,Relative_Reflectance,Relative_Reflectance,0.36170212765957444
seed_2,Relative_Reflectance,Spatial_Relation,0.07692307692307626
seed_2,Relative_Reflectance,Jigsaw,0.15254237288135558
seed_2,Relative_Reflectance,Counting,0.09756097560975636
seed_2,Relative_Reflectance,Functional_Correspondence,0.05555555555555552
seed_2,Relative_Reflectance,Semantic_Correspondence,0.0
seed_2,Relative_Reflectance,Multi-view_Reasoning,-0.0714285714285714
seed_2,Relative_Reflectance,Object_Localization,-0.150943396226415
seed_2,Relative_Reflectance,Forensic_Detection,-0.10526315789473739
seed_2,Spatial_Relation,Visual_Similarity,0.6346153846153846
seed_2,Spatial_Relation,Art_Style,0.47457627118644086
seed_2,Spatial_Relation,Visual_Correspondence,0.23076923076923042
seed_2,Spatial_Relation,Relative_Depth,0.23529411764705885
seed_2,Spatial_Relation,Relative_Reflectance,0.22340425531914893
seed_2,Spatial_Relation,Spatial_Relation,0.3846153846153844
seed_2,Spatial_Relation,Jigsaw,0.08474576271186429
seed_2,Spatial_Relation,Counting,0.17073170731707343
seed_2,Spatial_Relation,Functional_Correspondence,0.1
seed_2,Spatial_Relation,Semantic_Correspondence,0.028169014084507008
seed_2,Spatial_Relation,Multi-view_Reasoning,-0.02857142857142861
seed_2,Spatial_Relation,Object_Localization,-0.07547169811320742
seed_2,Spatial_Relation,Forensic_Detection,-0.15789473684210584
seed_2,Jigsaw,Visual_Similarity,0.653846153846154
seed_2,Jigsaw,Art_Style,0.42372881355932207
seed_2,Jigsaw,Visual_Correspondence,0.10256410256410185
seed_2,Jigsaw,Relative_Depth,0.35294117647058854
seed_2,Jigsaw,Relative_Reflectance,0.2021276595744681
seed_2,Jigsaw,Spatial_Relation,0.11538461538461517
seed_2,Jigsaw,Jigsaw,0.5932203389830508
seed_2,Jigsaw,Counting,0.1951219512195123
seed_2,Jigsaw,Functional_Correspondence,0.08888888888888893
seed_2,Jigsaw,Semantic_Correspondence,-0.14084507042253516
seed_2,Jigsaw,Multi-view_Reasoning,-0.2
seed_2,Jigsaw,Object_Localization,-0.1320754716981131
seed_2,Jigsaw,Forensic_Detection,-0.3157894736842107
seed_2,Counting,Visual_Similarity,0.673076923076923
seed_2,Counting,Art_Style,0.406779661016949
seed_2,Counting,Visual_Correspondence,0.4102564102564099
seed_2,Counting,Relative_Depth,0.23529411764705885
seed_2,Counting,Relative_Reflectance,0.22340425531914893
seed_2,Counting,Spatial_Relation,0.19230769230769143
seed_2,Counting,Jigsaw,0.2033898305084746
seed_2,Counting,Counting,0.14634146341463455
seed_2,Counting,Functional_Correspondence,0.05555555555555552
seed_2,Counting,Semantic_Correspondence,-0.014084507042253504
seed_2,Counting,Multi-view_Reasoning,-0.0857142857142857
seed_2,Counting,Object_Localization,-0.07547169811320742
seed_2,Counting,Forensic_Detection,0.052631578947368446
seed_2,Functional_Correspondence,Visual_Similarity,0.5961538461538461
seed_2,Functional_Correspondence,Art_Style,0.49152542372881364
seed_2,Functional_Correspondence,Visual_Correspondence,0.30769230769230743
seed_2,Functional_Correspondence,Relative_Depth,0.2058823529411763
seed_2,Functional_Correspondence,Relative_Reflectance,0.2021276595744681
seed_2,Functional_Correspondence,Spatial_Relation,0.07692307692307626
seed_2,Functional_Correspondence,Jigsaw,-0.06779661016949183
seed_2,Functional_Correspondence,Counting,0.04878048780487818
seed_2,Functional_Correspondence,Functional_Correspondence,0.07777777777777777
seed_2,Functional_Correspondence,Semantic_Correspondence,-0.07042253521126765
seed_2,Functional_Correspondence,Multi-view_Reasoning,-0.057142857142857086
seed_2,Functional_Correspondence,Object_Localization,0.0
seed_2,Functional_Correspondence,Forensic_Detection,-0.10526315789473739
seed_2,Semantic_Correspondence,Visual_Similarity,0.653846153846154
seed_2,Semantic_Correspondence,Art_Style,0.5932203389830508
seed_2,Semantic_Correspondence,Visual_Correspondence,0.564102564102564
seed_2,Semantic_Correspondence,Relative_Depth,0.08823529411764713
seed_2,Semantic_Correspondence,Relative_Reflectance,0.3085106382978724
seed_2,Semantic_Correspondence,Spatial_Relation,0.23076923076923034
seed_2,Semantic_Correspondence,Jigsaw,0.10169491525423693
seed_2,Semantic_Correspondence,Counting,0.12195121951219524
seed_2,Semantic_Correspondence,Functional_Correspondence,0.23333333333333328
seed_2,Semantic_Correspondence,Semantic_Correspondence,0.09859154929577453
seed_2,Semantic_Correspondence,Multi-view_Reasoning,-0.0857142857142857
seed_2,Semantic_Correspondence,Object_Localization,-0.1886792452830188
seed_2,Semantic_Correspondence,Forensic_Detection,-0.052631578947368446
seed_2,Multi-view_Reasoning,Visual_Similarity,0.5961538461538461
seed_2,Multi-view_Reasoning,Art_Style,0.49152542372881364
seed_2,Multi-view_Reasoning,Visual_Correspondence,0.2564102564102559
seed_2,Multi-view_Reasoning,Relative_Depth,0.29411764705882343
seed_2,Multi-view_Reasoning,Relative_Reflectance,0.22340425531914893
seed_2,Multi-view_Reasoning,Spatial_Relation,0.19230769230769143
seed_2,Multi-view_Reasoning,Jigsaw,0.11864406779660994
seed_2,Multi-view_Reasoning,Counting,0.09756097560975636
seed_2,Multi-view_Reasoning,Functional_Correspondence,0.08888888888888893
seed_2,Multi-view_Reasoning,Semantic_Correspondence,0.0
seed_2,Multi-view_Reasoning,Multi-view_Reasoning,0.12857142857142861
seed_2,Multi-view_Reasoning,Object_Localization,-0.018867924528301896
seed_2,Multi-view_Reasoning,Forensic_Detection,-0.07894736842105292
seed_2,Object_Localization,Visual_Similarity,0.5769230769230768
seed_2,Object_Localization,Art_Style,0.45762711864406774
seed_2,Object_Localization,Visual_Correspondence,0.17948717948717888
seed_2,Object_Localization,Relative_Depth,0.23529411764705885
seed_2,Object_Localization,Relative_Reflectance,0.22340425531914893
seed_2,Object_Localization,Spatial_Relation,0.11538461538461517
seed_2,Object_Localization,Jigsaw,0.06779661016949129
seed_2,Object_Localization,Counting,0.07317073170731707
seed_2,Object_Localization,Functional_Correspondence,0.0
seed_2,Object_Localization,Semantic_Correspondence,-0.04225352112676065
seed_2,Object_Localization,Multi-view_Reasoning,-0.057142857142857086
seed_2,Object_Localization,Object_Localization,-0.11320754716981121
seed_2,Object_Localization,Forensic_Detection,-0.052631578947368446
seed_2,Forensic_Detection,Visual_Similarity,0.6153846153846155
seed_2,Forensic_Detection,Art_Style,0.49152542372881364
seed_2,Forensic_Detection,Visual_Correspondence,0.282051282051282
seed_2,Forensic_Detection,Relative_Depth,-0.029411764705882033
seed_2,Forensic_Detection,Relative_Reflectance,0.1914893617021276
seed_2,Forensic_Detection,Spatial_Relation,0.07692307692307626
seed_2,Forensic_Detection,Jigsaw,0.05084745762711865
seed_2,Forensic_Detection,Counting,0.12195121951219524
seed_2,Forensic_Detection,Functional_Correspondence,0.011111111111111072
seed_2,Forensic_Detection,Semantic_Correspondence,-0.08450704225352117
seed_2,Forensic_Detection,Multi-view_Reasoning,-0.0714285714285714
seed_2,Forensic_Detection,Object_Localization,-0.1698113207547169
seed_2,Forensic_Detection,Forensic_Detection,0.605263157894737
